sb35;sb64;null;[sb88,0.0,374.0,37.0,24.0]
sb62;null;sb88;[sb35,285.0,59.0,38.0,31.0]
sb54;null;sb35;[sb62,391.0,237.0,60.0,19.0]
sb45;null;sb62;[sb54,135.0,214.0,18.0,61.0]
sb96;null;sb54;[sb45,188.0,186.0,23.0,44.0]
sb8;null;sb45;[sb96,0.0,477.0,40.0,66.0]
sb75;null;sb96;[sb8,328.0,0.0,50.0,62.0]
sb27;null;sb8;[sb75,224.0,317.0,19.0,28.0]
sb87;null;sb75;[sb27,55.0,89.0,25.0,65.0]
sb53;null;sb27;[sb87,328.0,363.0,39.0,44.0]
sb18;null;sb87;[sb53,92.0,214.0,21.0,43.0]
sb32;null;sb53;[sb18,202.0,49.0,48.0,51.0]
null;null;sb18;[sb32,193.0,133.0,43.0,53.0]
sb7;sb4;sb88;[sb64,36.0,264.0,50.0,47.0]
sb89;null;sb64;[sb7,306.0,0.0,22.0,40.0]
sb69;null;sb7;[sb89,37.0,450.0,27.0,38.0]
sb24;null;sb89;[sb69,306.0,260.0,54.0,27.0]
sb61;null;sb69;[sb24,451.0,28.0,45.0,28.0]
sb34;null;sb24;[sb61,358.0,237.0,33.0,23.0]
sb0;null;sb61;[sb34,258.0,99.0,27.0,54.0]
sb81;null;sb34;[sb0,0.0,0.0,43.0,33.0]
sb97;null;sb0;[sb81,76.0,392.0,40.0,50.0]
sb72;null;sb81;[sb97,40.0,477.0,17.0,67.0]
sb21;null;sb97;[sb72,64.0,331.0,61.0,61.0]
null;null;sb72;[sb21,318.0,62.0,64.0,50.0]
sb60;sb31;sb64;[sb4,198.0,0.0,29.0,19.0]
sb85;null;sb4;[sb60,318.0,206.0,40.0,23.0]
sb6;null;sb60;[sb85,252.0,363.0,20.0,25.0]
null;null;sb85;[sb6,266.0,0.0,40.0,18.0]
sb47;sb71;sb4;[sb31,167.0,133.0,26.0,34.0]
sb33;null;sb31;[sb47,250.0,153.0,33.0,65.0]
sb63;null;sb47;[sb33,236.0,100.0,22.0,35.0]
sb22;null;sb33;[sb63,0.0,264.0,36.0,45.0]
sb5;null;sb63;[sb22,382.0,59.0,49.0,34.0]
sb15;null;sb22;[sb5,227.0,0.0,39.0,49.0]
sb12;null;sb5;[sb15,63.0,37.0,59.0,52.0]
sb10;null;sb15;[sb12,451.0,0.0,61.0,28.0]
sb42;null;sb12;[sb10,394.0,0.0,18.0,52.0]
sb50;null;sb10;[sb42,0.0,154.0,62.0,53.0]
null;null;sb42;[sb50,419.0,163.0,67.0,32.0]
sb30;sb76;sb31;[sb71,0.0,311.0,64.0,22.0]
sb82;null;sb71;[sb30,143.0,133.0,24.0,26.0]
sb3;null;sb30;[sb82,116.0,421.0,47.0,57.0]
sb67;null;sb82;[sb3,161.0,0.0,37.0,67.0]
sb70;null;sb3;[sb67,210.0,277.0,44.0,40.0]
sb20;null;sb67;[sb70,360.0,260.0,42.0,42.0]
sb91;null;sb70;[sb20,281.0,40.0,37.0,19.0]
sb77;null;sb20;[sb91,114.0,478.0,56.0,33.0]
sb9;null;sb91;[sb77,265.0,306.0,66.0,57.0]
sb28;null;sb77;[sb9,378.0,0.0,16.0,41.0]
null;null;sb9;[sb28,80.0,89.0,39.0,46.0]
sb83;sb36;sb71;[sb76,243.0,317.0,22.0,33.0]
sb73;null;sb76;[sb83,163.0,421.0,22.0,16.0]
sb40;null;sb83;[sb73,125.0,354.0,61.0,67.0]
sb58;null;sb73;[sb40,450.0,108.0,26.0,29.0]
sb78;null;sb40;[sb58,222.0,208.0,46.0,34.0]
sb2;null;sb58;[sb78,331.0,302.0,36.0,32.0]
sb95;null;sb78;[sb2,108.0,0.0,53.0,34.0]
sb29;null;sb2;[sb95,302.0,407.0,19.0,51.0]
sb41;null;sb95;[sb29,119.0,91.0,24.0,62.0]
sb48;null;sb29;[sb41,476.0,96.0,55.0,27.0]
sb52;null;sb41;[sb48,315.0,179.0,57.0,27.0]
null;null;sb48;[sb52,38.0,207.0,54.0,45.0]
sb90;sb11;sb76;[sb36,316.0,112.0,39.0,67.0]
