sb4;sb65;null;[sb41,160.0,117.0,27.0,55.0]
sb37;null;sb41;[sb4,198.0,0.0,29.0,19.0]
sb36;null;sb4;[sb37,39.0,103.0,20.0,60.0]
sb45;null;sb37;[sb36,0.0,103.0,39.0,67.0]
sb83;null;sb36;[sb45,375.0,101.0,23.0,44.0]
sb84;null;sb45;[sb83,87.0,278.0,22.0,16.0]
sb62;null;sb83;[sb84,109.0,275.0,67.0,22.0]
sb22;null;sb84;[sb62,391.0,157.0,19.0,60.0]
sb19;null;sb62;[sb22,224.0,49.0,49.0,34.0]
sb2;null;sb22;[sb19,92.0,37.0,31.0,50.0]
sb64;null;sb19;[sb2,108.0,0.0,34.0,53.0]
sb8;null;sb2;[sb64,487.0,157.0,50.0,47.0]
null;null;sb64;[sb8,328.0,0.0,50.0,62.0]
sb85;sb53;sb41;[sb65,537.0,170.0,57.0,56.0]
sb75;null;sb65;[sb85,176.0,275.0,20.0,25.0]
sb69;null;sb85;[sb75,416.0,176.0,19.0,28.0]
sb81;null;sb75;[sb69,96.0,164.0,54.0,27.0]
sb87;null;sb69;[sb81,0.0,267.0,40.0,50.0]
sb80;null;sb81;[sb87,252.0,265.0,39.0,44.0]
sb7;null;sb87;[sb80,619.0,231.0,16.0,58.0]
sb16;null;sb80;[sb7,306.0,0.0,22.0,40.0]
sb28;null;sb7;[sb16,682.0,0.0,36.0,57.0]
sb43;null;sb16;[sb28,472.0,28.0,39.0,46.0]
sb60;null;sb28;[sb43,249.0,90.0,61.0,46.0]
sb50;null;sb43;[sb60,318.0,148.0,40.0,23.0]
null;null;sb60;[sb50,606.0,106.0,32.0,67.0]
sb70;sb21;sb65;[sb53,92.0,143.0,43.0,21.0]
sb96;null;sb53;[sb70,150.0,233.0,42.0,42.0]
sb5;null;sb70;[sb96,51.0,335.0,40.0,66.0]
sb92;null;sb96;[sb5,227.0,0.0,39.0,49.0]
sb42;null;sb5;[sb92,461.0,261.0,26.0,16.0]
sb17;null;sb92;[sb42,187.0,117.0,62.0,53.0]
sb38;null;sb42;[sb17,0.0,37.0,44.0,66.0]
sb97;null;sb17;[sb38,59.0,88.0,23.0,57.0]
sb32;null;sb38;[sb97,91.0,294.0,17.0,67.0]
sb55;null;sb97;[sb32,585.0,52.0,43.0,53.0]
sb73;null;sb32;[sb55,153.0,172.0,34.0,56.0]
null;null;sb55;[sb73,317.0,185.0,61.0,67.0]
sb89;sb30;sb53;[sb21,160.0,67.0,64.0,50.0]
sb59;null;sb21;[sb89,328.0,252.0,27.0,38.0]
sb49;null;sb89;[sb59,268.0,148.0,50.0,37.0]
sb20;null;sb59;[sb49,559.0,105.0,47.0,65.0]
sb58;null;sb49;[sb20,123.0,34.0,37.0,19.0]
sb76;null;sb20;[sb58,222.0,170.0,46.0,34.0]
sb23;null;sb58;[sb76,435.0,202.0,22.0,33.0]
sb95;null;sb76;[sb23,273.0,18.0,20.0,49.0]
sb29;null;sb23;[sb95,0.0,335.0,19.0,51.0]
sb93;null;sb95;[sb29,511.0,57.0,24.0,62.0]
sb90;null;sb29;[sb93,487.0,261.0,35.0,65.0]
null;null;sb93;[sb90,366.0,252.0,39.0,33.0]
sb27;sb33;sb21;[sb30,535.0,57.0,24.0,26.0]
sb46;null;sb30;[sb27,447.0,59.0,25.0,65.0]
sb3;null;sb27;[sb46,398.0,99.0,22.0,39.0]
sb18;null;sb46;[sb3,161.0,0.0,37.0,67.0]
sb10;null;sb3;[sb18,44.0,37.0,48.0,51.0]
sb11;null;sb18;[sb10,394.0,0.0,18.0,52.0]
sb47;null;sb10;[sb11,412.0,0.0,39.0,59.0]
sb72;null;sb11;[sb47,437.0,124.0,65.0,33.0]
sb68;null;sb47;[sb72,256.0,204.0,61.0,61.0]
sb52;null;sb72;[sb68,44.0,215.0,52.0,63.0]
null;null;sb68;[sb52,38.0,170.0,54.0,45.0]
sb56;sb12;sb30;[sb33,628.0,52.0,22.0,35.0]
sb1;null;sb33;[sb56,187.0,170.0,17.0,63.0]
sb26;null;sb56;[sb1,43.0,0.0,65.0,37.0]
sb31;null;sb1;[sb26,392.0,59.0,55.0,40.0]
sb25;null;sb26;[sb31,559.0,57.0,26.0,34.0]
sb48;null;sb31;[sb25,338.0,62.0,54.0,39.0]
sb40;null;sb25;[sb48,502.0,119.0,27.0,57.0]
