sb11;sb46;null;[sb26,1538.0,0.0,36.0,49.0]
sb2;null;sb26;[sb11,571.0,0.0,43.0,80.0]
sb18;null;sb11;[sb2,122.0,0.0,26.0,76.0]
sb28;null;sb2;[sb18,971.0,0.0,70.0,72.0]
sb40;null;sb18;[sb28,0.0,94.0,44.0,87.0]
sb44;null;sb28;[sb40,834.0,72.0,26.0,36.0]
sb21;null;sb40;[sb44,1037.0,86.0,85.0,74.0]
sb9;null;sb44;[sb21,1158.0,0.0,94.0,76.0]
sb1;null;sb21;[sb9,502.0,0.0,43.0,64.0]
null;null;sb9;[sb1,96.0,0.0,26.0,78.0]
null;sb0;sb26;[sb46,1152.0,76.0,56.0,30.0]
sb19;sb48;sb46;[sb0,0.0,0.0,96.0,94.0]
sb10;null;sb0;[sb19,1041.0,0.0,30.0,86.0]
sb39;null;sb19;[sb10,545.0,0.0,26.0,51.0]
sb6;null;sb10;[sb39,742.0,72.0,92.0,62.0]
sb36;null;sb39;[sb6,383.0,0.0,36.0,31.0]
sb17;null;sb6;[sb36,532.0,80.0,63.0,82.0]
sb49;null;sb36;[sb17,910.0,0.0,61.0,94.0]
sb3;null;sb17;[sb49,1371.0,80.0,42.0,86.0]
sb29;null;sb49;[sb3,148.0,0.0,25.0,96.0]
null;null;sb3;[sb29,87.0,94.0,42.0,88.0]
sb5;sb34;sb0;[sb48,1289.0,80.0,82.0,63.0]
sb42;null;sb48;[sb5,319.0,0.0,64.0,58.0]
sb41;null;sb5;[sb42,886.0,94.0,66.0,85.0]
sb31;null;sb42;[sb41,860.0,72.0,26.0,68.0]
sb27;null;sb41;[sb31,222.0,92.0,42.0,81.0]
sb16;null;sb31;[sb27,1574.0,0.0,75.0,93.0]
sb43;null;sb27;[sb16,868.0,0.0,42.0,43.0]
sb38;null;sb16;[sb43,952.0,94.0,42.0,85.0]
null;null;sb43;[sb38,668.0,50.0,74.0,87.0]
sb37;sb13;sb48;[sb34,371.0,91.0,32.0,67.0]
sb22;null;sb34;[sb37,595.0,80.0,43.0,73.0]
sb32;null;sb37;[sb22,1252.0,0.0,74.0,80.0]
sb4;null;sb22;[sb32,264.0,92.0,38.0,44.0]
sb30;null;sb32;[sb4,244.0,0.0,75.0,92.0]
sb25;null;sb4;[sb30,129.0,76.0,93.0,56.0]
sb23;null;sb30;[sb25,1456.0,0.0,82.0,86.0]
null;null;sb25;[sb23,1326.0,0.0,64.0,80.0]
sb35;sb20;sb34;[sb13,653.0,0.0,92.0,50.0]
null;null;sb13;[sb35,438.0,91.0,94.0,88.0]
sb33;null;sb13;[sb20,1071.0,0.0,49.0,87.0]
sb15;null;sb20;[sb33,308.0,92.0,63.0,76.0]
sb45;null;sb33;[sb15,772.0,0.0,96.0,72.0]
sb47;null;sb15;[sb45,1122.0,49.0,30.0,28.0]
sb14;null;sb45;[sb47,1208.0,80.0,51.0,81.0]
sb8;null;sb47;[sb14,745.0,0.0,27.0,28.0]
sb24;null;sb14;[sb8,464.0,0.0,38.0,80.0]
sb12;null;sb8;[sb24,1390.0,0.0,66.0,27.0]
sb7;null;sb24;[sb12,614.0,0.0,39.0,58.0]
null;null;sb12;[sb7,419.0,0.0,45.0,91.0]
