sb46;sb12;null;[sb42,757.0,116.0,66.0,85.0]
sb32;null;sb42;[sb46,200.0,217.0,56.0,30.0]
sb49;null;sb46;[sb32,135.0,162.0,38.0,44.0]
sb16;null;sb32;[sb49,419.0,253.0,42.0,86.0]
sb7;null;sb49;[sb16,868.0,0.0,42.0,43.0]
sb27;null;sb16;[sb7,419.0,0.0,45.0,91.0]
sb4;null;sb7;[sb27,664.0,50.0,75.0,93.0]
sb19;null;sb27;[sb4,244.0,0.0,75.0,92.0]
sb40;null;sb4;[sb19,131.0,76.0,30.0,86.0]
null;null;sb19;[sb40,705.0,125.0,26.0,36.0]
sb45;sb35;sb42;[sb12,614.0,0.0,39.0,58.0]
sb25;null;sb12;[sb45,170.0,217.0,30.0,28.0]
sb8;null;sb45;[sb25,546.0,80.0,82.0,86.0]
sb41;null;sb25;[sb8,464.0,0.0,38.0,80.0]
sb20;null;sb8;[sb41,731.0,125.0,26.0,68.0]
sb48;null;sb41;[sb20,161.0,92.0,49.0,87.0]
sb21;null;sb20;[sb48,337.0,256.0,63.0,82.0]
sb47;null;sb48;[sb21,248.0,92.0,76.0,94.0]
sb28;null;sb21;[sb47,256.0,256.0,51.0,81.0]
null;null;sb47;[sb28,757.0,72.0,44.0,87.0]
null;sb24;sb12;[sb35,309.0,168.0,94.0,88.0]
sb1;sb11;sb35;[sb24,480.0,80.0,27.0,66.0]
sb15;null;sb24;[sb1,96.0,0.0,26.0,78.0]
sb5;null;sb1;[sb15,772.0,0.0,72.0,96.0]
sb26;null;sb15;[sb5,319.0,0.0,64.0,58.0]
sb0;null;sb5;[sb26,628.0,58.0,36.0,49.0]
sb37;null;sb26;[sb0,0.0,0.0,96.0,94.0]
sb33;null;sb0;[sb37,466.0,171.0,43.0,73.0]
sb17;null;sb37;[sb33,179.0,141.0,63.0,76.0]
null;null;sb33;[sb17,0.0,94.0,61.0,94.0]
sb14;sb44;sb24;[sb11,571.0,0.0,43.0,80.0]
sb18;null;sb11;[sb14,745.0,0.0,27.0,28.0]
sb13;null;sb14;[sb18,61.0,94.0,70.0,72.0]
sb6;null;sb18;[sb13,653.0,0.0,50.0,92.0]
sb38;null;sb13;[sb6,383.0,0.0,36.0,31.0]
sb29;null;sb6;[sb38,539.0,166.0,74.0,87.0]
sb31;null;sb38;[sb29,844.0,72.0,42.0,88.0]
sb9;null;sb29;[sb31,93.0,166.0,42.0,81.0]
sb30;null;sb31;[sb9,502.0,0.0,43.0,64.0]
null;null;sb9;[sb30,0.0,188.0,56.0,93.0]
sb2;null;sb11;[sb44,85.0,247.0,74.0,85.0]
sb22;null;sb44;[sb2,122.0,0.0,26.0,76.0]
sb43;null;sb2;[sb22,342.0,58.0,74.0,80.0]
sb3;null;sb22;[sb43,0.0,244.0,42.0,85.0]
sb23;null;sb43;[sb3,148.0,0.0,25.0,96.0]
sb10;null;sb3;[sb23,416.0,91.0,64.0,80.0]
sb34;null;sb23;[sb10,545.0,0.0,26.0,51.0]
sb36;null;sb10;[sb34,242.0,168.0,32.0,67.0]
sb39;null;sb34;[sb36,403.0,171.0,63.0,82.0]
null;null;sb36;[sb39,613.0,166.0,62.0,92.0]
