sb87;sb7;null;[sb22,0.0,0.0,49.0,34.0]
sb2;null;sb22;[sb87,0.0,0.0,44.0,39.0]
sb20;null;sb87;[sb2,0.0,0.0,53.0,34.0]
sb56;null;sb2;[sb20,0.0,0.0,19.0,37.0]
sb16;null;sb20;[sb56,0.0,0.0,63.0,17.0]
sb8;null;sb56;[sb16,0.0,0.0,36.0,57.0]
sb10;null;sb16;[sb8,0.0,0.0,62.0,50.0]
sb82;null;sb8;[sb10,0.0,0.0,18.0,52.0]
sb62;null;sb10;[sb82,0.0,0.0,47.0,57.0]
sb64;null;sb82;[sb62,0.0,0.0,60.0,19.0]
sb28;null;sb62;[sb64,0.0,0.0,47.0,50.0]
sb66;null;sb64;[sb28,0.0,0.0,39.0,46.0]
null;null;sb28;[sb66,0.0,0.0,61.0,67.0]
sb89;sb34;sb22;[sb7,0.0,0.0,22.0,40.0]
sb15;null;sb7;[sb89,0.0,0.0,38.0,27.0]
sb83;null;sb89;[sb15,0.0,0.0,52.0,59.0]
sb23;null;sb15;[sb83,0.0,0.0,16.0,22.0]
sb9;null;sb83;[sb23,0.0,0.0,20.0,49.0]
sb70;null;sb23;[sb9,0.0,0.0,16.0,41.0]
sb85;null;sb9;[sb70,0.0,0.0,42.0,42.0]
sb95;null;sb70;[sb85,0.0,0.0,25.0,20.0]
sb65;null;sb85;[sb95,0.0,0.0,51.0,19.0]
sb3;null;sb95;[sb65,0.0,0.0,57.0,56.0]
sb1;null;sb65;[sb3,0.0,0.0,37.0,67.0]
sb97;null;sb3;[sb1,0.0,0.0,37.0,65.0]
sb57;null;sb1;[sb97,0.0,0.0,17.0,67.0]
sb14;null;sb97;[sb57,0.0,0.0,18.0,47.0]
sb96;null;sb57;[sb14,0.0,0.0,43.0,63.0]
sb12;null;sb14;[sb96,0.0,0.0,40.0,66.0]
sb91;null;sb96;[sb12,0.0,0.0,28.0,61.0]
null;null;sb12;[sb91,0.0,0.0,33.0,56.0]
sb60;sb49;sb7;[sb34,0.0,0.0,27.0,54.0]
sb45;null;sb34;[sb60,0.0,0.0,23.0,40.0]
sb11;null;sb60;[sb45,0.0,0.0,23.0,44.0]
sb63;null;sb45;[sb11,0.0,0.0,39.0,59.0]
sb24;null;sb11;[sb63,0.0,0.0,45.0,36.0]
sb39;null;sb63;[sb24,0.0,0.0,28.0,45.0]
sb40;null;sb24;[sb39,0.0,0.0,55.0,52.0]
sb42;null;sb39;[sb40,0.0,0.0,26.0,29.0]
sb31;null;sb40;[sb42,0.0,0.0,62.0,53.0]
sb44;null;sb42;[sb31,0.0,0.0,26.0,34.0]
sb41;null;sb31;[sb44,0.0,0.0,65.0,47.0]
sb46;null;sb44;[sb41,0.0,0.0,27.0,55.0]
sb47;null;sb41;[sb46,0.0,0.0,22.0,39.0]
sb38;null;sb46;[sb47,0.0,0.0,65.0,33.0]
sb55;null;sb47;[sb38,0.0,0.0,23.0,57.0]
null;null;sb38;[sb55,0.0,0.0,34.0,56.0]
sb50;sb43;sb34;[sb49,0.0,0.0,47.0,65.0]
sb26;null;sb49;[sb50,0.0,0.0,67.0,32.0]
sb29;null;sb50;[sb26,0.0,0.0,55.0,40.0]
sb54;null;sb26;[sb29,0.0,0.0,24.0,62.0]
sb52;null;sb29;[sb54,0.0,0.0,18.0,61.0]
sb6;null;sb54;[sb52,0.0,0.0,54.0,45.0]
sb27;null;sb52;[sb6,0.0,0.0,40.0,18.0]
sb84;null;sb6;[sb27,0.0,0.0,25.0,65.0]
sb74;null;sb27;[sb84,0.0,0.0,22.0,67.0]
sb53;null;sb84;[sb74,0.0,0.0,42.0,38.0]
sb25;null;sb74;[sb53,0.0,0.0,43.0,21.0]
sb69;null;sb53;[sb25,0.0,0.0,54.0,39.0]
sb75;null;sb25;[sb69,0.0,0.0,54.0,27.0]
sb88;null;sb69;[sb75,0.0,0.0,28.0,19.0]
null;null;sb75;[sb88,0.0,0.0,24.0,37.0]
sb33;sb79;sb49;[sb43,0.0,0.0,61.0,46.0]
sb98;null;sb43;[sb33,0.0,0.0,22.0,35.0]
sb18;null;sb33;[sb98,0.0,0.0,62.0,22.0]
