sb20;sb6;null;[sb18,0.0,1011.0,70.0,72.0]
sb26;null;sb18;[sb20,0.0,1169.0,49.0,87.0]
sb49;null;sb20;[sb26,0.0,1567.0,36.0,49.0]
sb16;null;sb26;[sb49,0.0,2871.0,42.0,86.0]
sb42;null;sb49;[sb16,0.0,874.0,42.0,43.0]
sb34;null;sb16;[sb42,0.0,2498.0,66.0,85.0]
sb2;null;sb42;[sb34,0.0,2036.0,32.0,67.0]
sb7;null;sb34;[sb2,122.0,0.0,26.0,76.0]
sb33;null;sb2;[sb7,0.0,300.0,45.0,91.0]
null;null;sb7;[sb33,0.0,1960.0,63.0,76.0]
null;sb24;sb18;[sb6,0.0,269.0,31.0,36.0]
sb43;sb17;sb6;[sb24,0.0,1454.0,27.0,66.0]
sb28;null;sb24;[sb43,0.0,2583.0,85.0,42.0]
sb21;null;sb43;[sb28,0.0,1691.0,44.0,87.0]
sb11;null;sb28;[sb21,0.0,1218.0,94.0,76.0]
sb46;null;sb21;[sb11,0.0,586.0,43.0,80.0]
sb39;null;sb11;[sb46,0.0,2727.0,30.0,56.0]
sb1;null;sb46;[sb39,0.0,2368.0,92.0,62.0]
sb31;null;sb39;[sb1,96.0,0.0,26.0,78.0]
null;null;sb1;[sb31,0.0,1879.0,42.0,81.0]
sb13;sb5;sb24;[sb17,0.0,917.0,61.0,94.0]
sb10;null;sb17;[sb13,0.0,724.0,50.0,92.0]
sb40;null;sb13;[sb10,0.0,535.0,26.0,51.0]
sb48;null;sb10;[sb40,0.0,2430.0,26.0,36.0]
sb0;null;sb40;[sb48,0.0,2808.0,63.0,82.0]
sb12;null;sb48;[sb0,0.0,0.0,96.0,94.0]
sb19;null;sb0;[sb12,0.0,666.0,39.0,58.0]
sb41;null;sb12;[sb19,0.0,1083.0,30.0,86.0]
sb36;null;sb19;[sb41,26.0,2430.0,26.0,68.0]
null;null;sb41;[sb36,0.0,2156.0,63.0,82.0]
sb30;sb27;sb17;[sb5,0.0,211.0,64.0,58.0]
sb47;null;sb5;[sb30,0.0,1823.0,93.0,56.0]
sb22;null;sb30;[sb47,0.0,2757.0,51.0,81.0]
sb38;null;sb47;[sb22,0.0,1294.0,74.0,80.0]
sb3;null;sb22;[sb38,0.0,2281.0,74.0,87.0]
sb29;null;sb38;[sb3,0.0,94.0,25.0,96.0]
sb14;null;sb3;[sb29,0.0,1735.0,42.0,88.0]
null;null;sb29;[sb14,0.0,774.0,27.0,28.0]
sb25;sb23;sb5;[sb27,0.0,1616.0,93.0,75.0]
sb37;null;sb27;[sb25,0.0,1481.0,82.0,86.0]
sb32;null;sb25;[sb37,0.0,2238.0,73.0,43.0]
sb45;null;sb37;[sb32,42.0,1879.0,44.0,38.0]
null;null;sb32;[sb45,0.0,2699.0,30.0,28.0]
sb9;null;sb27;[sb23,0.0,1374.0,64.0,80.0]
sb44;null;sb23;[sb9,0.0,471.0,43.0,64.0]
sb35;null;sb9;[sb44,0.0,2625.0,85.0,74.0]
sb8;null;sb44;[sb35,0.0,2068.0,94.0,88.0]
sb15;null;sb35;[sb8,0.0,391.0,38.0,80.0]
sb4;null;sb8;[sb15,0.0,802.0,72.0,96.0]
null;null;sb15;[sb4,0.0,119.0,75.0,92.0]
