sb25;sb79;null;[sb77,727.0,131.0,66.0,57.0]
sb26;null;sb77;[sb25,1056.0,0.0,54.0,39.0]
sb38;null;sb25;[sb26,1110.0,0.0,55.0,40.0]
sb13;null;sb26;[sb38,232.0,49.0,23.0,57.0]
sb23;null;sb38;[sb13,512.0,0.0,48.0,57.0]
sb46;null;sb13;[sb23,991.0,0.0,20.0,49.0]
sb29;null;sb23;[sb46,571.0,43.0,39.0,22.0]
sb15;null;sb46;[sb29,1229.0,0.0,24.0,62.0]
sb92;null;sb29;[sb15,623.0,0.0,59.0,52.0]
sb56;null;sb15;[sb92,133.0,190.0,26.0,16.0]
sb34;null;sb92;[sb56,1033.0,28.0,17.0,63.0]
sb9;null;sb56;[sb34,115.0,34.0,27.0,54.0]
sb41;null;sb34;[sb9,378.0,0.0,16.0,41.0]
null;null;sb9;[sb41,333.0,62.0,27.0,55.0]
sb57;sb67;sb77;[sb79,829.0,107.0,60.0,41.0]
sb80;null;sb79;[sb57,1050.0,39.0,18.0,47.0]
sb0;null;sb57;[sb80,889.0,95.0,16.0,58.0]
sb28;null;sb80;[sb0,0.0,0.0,43.0,33.0]
sb99;null;sb0;[sb28,1190.0,0.0,39.0,46.0]
sb53;null;sb28;[sb99,395.0,157.0,49.0,66.0]
sb88;null;sb99;[sb53,938.0,50.0,43.0,21.0]
sb24;null;sb53;[sb88,1196.0,88.0,37.0,24.0]
sb45;null;sb88;[sb24,1011.0,0.0,45.0,28.0]
sb63;null;sb24;[sb45,548.0,57.0,23.0,44.0]
sb36;null;sb45;[sb63,60.0,90.0,36.0,45.0]
sb61;null;sb63;[sb36,173.0,67.0,39.0,67.0]
null;null;sb36;[sb61,1204.0,62.0,33.0,23.0]
sb82;sb11;sb79;[sb67,270.0,104.0,44.0,40.0]
sb54;null;sb67;[sb82,945.0,110.0,57.0,47.0]
sb5;null;sb82;[sb54,981.0,49.0,18.0,61.0]
sb62;null;sb54;[sb5,227.0,0.0,39.0,49.0]
sb14;null;sb5;[sb62,0.0,90.0,60.0,19.0]
null;null;sb62;[sb14,560.0,0.0,63.0,43.0]
sb87;sb39;sb67;[sb11,412.0,0.0,39.0,59.0]
sb96;null;sb11;[sb87,1157.0,88.0,39.0,44.0]
sb31;null;sb87;[sb96,316.0,180.0,40.0,66.0]
sb89;null;sb96;[sb31,24.0,37.0,26.0,34.0]
sb49;null;sb31;[sb89,0.0,109.0,27.0,38.0]
sb94;null;sb89;[sb49,732.0,66.0,47.0,65.0]
sb44;null;sb49;[sb94,224.0,195.0,41.0,59.0]
sb50;null;sb94;[sb44,483.0,57.0,65.0,47.0]
sb78;null;sb44;[sb50,779.0,51.0,67.0,32.0]
null;null;sb50;[sb78,793.0,83.0,36.0,32.0]
sb27;sb66;sb11;[sb39,255.0,49.0,52.0,55.0]
sb71;null;sb39;[sb27,1165.0,0.0,25.0,65.0]
sb86;null;sb27;[sb71,462.0,105.0,64.0,22.0]
sb30;null;sb71;[sb86,1101.0,77.0,56.0,37.0]
sb91;null;sb86;[sb30,0.0,33.0,24.0,26.0]
null;null;sb30;[sb91,77.0,152.0,56.0,33.0]
sb52;sb16;sb39;[sb66,203.0,134.0,67.0,61.0]
sb93;null;sb66;[sb52,884.0,50.0,54.0,45.0]
sb55;null;sb52;[sb93,159.0,195.0,65.0,35.0]
sb58;null;sb93;[sb55,999.0,49.0,34.0,56.0]
sb1;null;sb55;[sb58,1068.0,40.0,34.0,46.0]
sb8;null;sb58;[sb1,43.0,0.0,65.0,37.0]
sb10;null;sb1;[sb8,328.0,0.0,50.0,62.0]
sb98;null;sb8;[sb10,394.0,0.0,18.0,52.0]
sb84;null;sb10;[sb98,373.0,142.0,22.0,62.0]
sb76;null;sb98;[sb84,1014.0,105.0,22.0,67.0]
null;null;sb84;[sb76,705.0,93.0,22.0,33.0]
sb64;sb12;sb66;[sb16,682.0,0.0,36.0,57.0]
sb2;null;sb16;[sb64,96.0,105.0,50.0,47.0]
sb51;null;sb64;[sb2,108.0,0.0,53.0,34.0]
sb32;null;sb2;[sb51,846.0,50.0,38.0,57.0]
sb48;null;sb51;[sb32,50.0,37.0,43.0,53.0]
sb37;null;sb32;[sb48,675.0,66.0,57.0,27.0]
sb70;null;sb48;[sb37,212.0,49.0,20.0,60.0]
sb40;null;sb37;[sb70,420.0,115.0,42.0,42.0]
sb60;null;sb70;[sb40,307.0,62.0,26.0,29.0]
sb73;null;sb40;[sb60,1164.0,65.0,40.0,23.0]
sb20;null;sb60;[sb73,587.0,85.0,61.0,67.0]
null;null;sb73;[sb20,841.0,0.0,37.0,19.0]
sb4;sb72;sb16;[sb12,451.0,0.0,61.0,28.0]
sb47;null;sb12;[sb4,198.0,0.0,29.0,19.0]
sb7;null;sb4;[sb47,610.0,52.0,65.0,33.0]
sb75;null;sb47;[sb7,306.0,0.0,22.0,40.0]
sb17;null;sb7;[sb75,686.0,93.0,19.0,28.0]
sb3;null;sb75;[sb17,718.0,0.0,44.0,66.0]
sb43;null;sb17;[sb3,161.0,0.0,37.0,67.0]
sb21;null;sb3;[sb43,422.0,59.0,61.0,46.0]
sb59;null;sb43;[sb21,878.0,0.0,64.0,50.0]
sb22;null;sb21;[sb59,1114.0,40.0,50.0,37.0]
null;null;sb59;[sb22,942.0,0.0,49.0,34.0]
sb6;sb83;sb12;[sb72,526.0,104.0,61.0,61.0]
sb90;null;sb72;[sb6,266.0,0.0,40.0,18.0]
sb18;null;sb6;[sb90,38.0,135.0,39.0,33.0]
null;null;sb90;[sb18,762.0,0.0,48.0,51.0]
sb95;null;sb72;[sb83,992.0,110.0,22.0,16.0]
sb69;null;sb83;[sb95,265.0,195.0,51.0,19.0]
sb19;null;sb95;[sb69,366.0,115.0,54.0,27.0]
sb68;null;sb69;[sb19,810.0,0.0,31.0,50.0]
sb33;null;sb19;[sb68,314.0,117.0,52.0,63.0]
