sb34;sb25;null;[sb55,153.0,129.0,34.0,56.0]
sb47;null;sb55;[sb34,312.0,62.0,27.0,54.0]
sb54;null;sb34;[sb47,807.0,51.0,65.0,33.0]
sb92;null;sb47;[sb54,135.0,113.0,18.0,61.0]
sb72;null;sb54;[sb92,718.0,176.0,26.0,16.0]
sb48;null;sb92;[sb72,917.0,115.0,61.0,61.0]
sb83;null;sb72;[sb48,872.0,50.0,27.0,57.0]
sb79;null;sb48;[sb83,344.0,152.0,22.0,16.0]
sb98;null;sb83;[sb79,181.0,192.0,41.0,60.0]
sb43;null;sb79;[sb98,958.0,176.0,22.0,62.0]
sb71;null;sb98;[sb43,619.0,52.0,61.0,46.0]
sb78;null;sb43;[sb71,853.0,84.0,22.0,64.0]
null;null;sb71;[sb78,145.0,185.0,36.0,32.0]
sb77;sb76;sb55;[sb25,0.0,37.0,54.0,39.0]
sb29;null;sb25;[sb77,79.0,174.0,66.0,57.0]
sb90;null;sb77;[sb29,173.0,67.0,24.0,62.0]
sb42;null;sb29;[sb90,623.0,171.0,39.0,33.0]
sb62;null;sb90;[sb42,557.0,57.0,62.0,53.0]
sb37;null;sb42;[sb62,391.0,129.0,19.0,60.0]
sb56;null;sb62;[sb37,409.0,59.0,20.0,60.0]
sb97;null;sb37;[sb56,187.0,129.0,17.0,63.0]
sb63;null;sb56;[sb97,941.0,176.0,17.0,67.0]
sb11;null;sb97;[sb63,451.0,116.0,36.0,45.0]
sb12;null;sb63;[sb11,412.0,0.0,39.0,59.0]
sb31;null;sb11;[sb12,451.0,0.0,28.0,61.0]
null;null;sb12;[sb31,221.0,49.0,26.0,34.0]
sb49;sb40;sb25;[sb76,57.0,122.0,22.0,33.0]
sb51;null;sb76;[sb49,929.0,50.0,47.0,65.0]
sb46;null;sb49;[sb51,0.0,76.0,38.0,57.0]
sb18;null;sb51;[sb46,768.0,51.0,39.0,22.0]
sb2;null;sb46;[sb18,762.0,0.0,48.0,51.0]
sb88;null;sb18;[sb2,108.0,0.0,53.0,34.0]
sb30;null;sb2;[sb88,548.0,168.0,37.0,24.0]
sb85;null;sb88;[sb30,197.0,67.0,24.0,26.0]
sb8;null;sb30;[sb85,433.0,161.0,20.0,25.0]
sb64;null;sb85;[sb8,328.0,0.0,50.0,62.0]
sb80;null;sb8;[sb64,487.0,112.0,50.0,47.0]
null;null;sb64;[sb80,241.0,136.0,16.0,58.0]
sb87;sb41;sb76;[sb40,504.0,57.0,26.0,29.0]
sb91;null;sb40;[sb87,509.0,168.0,39.0,44.0]
sb58;null;sb87;[sb91,662.0,176.0,56.0,33.0]
sb9;null;sb91;[sb58,222.0,102.0,46.0,34.0]
sb7;null;sb58;[sb9,378.0,0.0,16.0,41.0]
sb59;null;sb9;[sb7,306.0,0.0,22.0,40.0]
sb19;null;sb7;[sb59,268.0,116.0,50.0,37.0]
sb96;null;sb59;[sb19,810.0,0.0,31.0,50.0]
