sb80;sb81;null;[sb90,114.0,168.0,39.0,33.0]
sb7;null;sb90;[sb80,922.0,95.0,16.0,58.0]
sb70;null;sb80;[sb7,306.0,0.0,22.0,40.0]
sb65;null;sb7;[sb70,453.0,105.0,42.0,42.0]
sb17;null;sb70;[sb65,179.0,134.0,56.0,57.0]
sb9;null;sb65;[sb17,718.0,0.0,44.0,66.0]
sb27;null;sb17;[sb9,378.0,0.0,16.0,41.0]
sb38;null;sb9;[sb27,1165.0,0.0,25.0,65.0]
sb72;null;sb27;[sb38,256.0,49.0,23.0,57.0]
sb64;null;sb38;[sb72,559.0,104.0,61.0,61.0]
sb61;null;sb72;[sb64,129.0,121.0,50.0,47.0]
sb34;null;sb64;[sb61,0.0,95.0,33.0,23.0]
null;null;sb61;[sb34,139.0,67.0,27.0,54.0]
null;sb46;sb90;[sb81,938.0,95.0,40.0,50.0]
sb0;sb29;sb81;[sb46,595.0,52.0,39.0,22.0]
sb57;null;sb46;[sb0,0.0,0.0,43.0,33.0]
sb77;null;sb0;[sb57,1074.0,39.0,18.0,47.0]
sb55;null;sb57;[sb77,760.0,131.0,57.0,66.0]
sb37;null;sb77;[sb55,1023.0,39.0,34.0,56.0]
sb31;null;sb55;[sb37,236.0,49.0,20.0,60.0]
sb82;null;sb37;[sb31,48.0,37.0,26.0,34.0]
sb43;null;sb31;[sb82,978.0,110.0,47.0,57.0]
sb10;null;sb82;[sb43,446.0,59.0,46.0,61.0]
sb26;null;sb43;[sb10,394.0,0.0,18.0,52.0]
sb15;null;sb10;[sb26,1110.0,0.0,55.0,40.0]
null;null;sb26;[sb15,623.0,0.0,52.0,59.0]
sb4;sb35;sb46;[sb29,0.0,33.0,24.0,62.0]
sb86;null;sb29;[sb4,198.0,0.0,29.0,19.0]
sb52;null;sb4;[sb86,1134.0,102.0,56.0,37.0]
sb8;null;sb86;[sb52,908.0,50.0,54.0,45.0]
sb42;null;sb52;[sb8,328.0,0.0,50.0,62.0]
