sb1;sb6;null;[sb0,0.0,0.0,43.0,33.0]
sb2;null;sb0;[sb1,0.0,0.0,65.0,37.0]
sb3;null;sb1;[sb2,0.0,0.0,53.0,34.0]
sb4;null;sb2;[sb3,0.0,0.0,37.0,67.0]
sb5;null;sb3;[sb4,0.0,0.0,29.0,19.0]
null;null;sb4;[sb5,0.0,0.0,39.0,49.0]
sb7;sb13;sb0;[sb6,0.0,0.0,40.0,18.0]
sb8;null;sb6;[sb7,0.0,0.0,22.0,40.0]
sb9;null;sb7;[sb8,0.0,0.0,50.0,62.0]
sb10;null;sb8;[sb9,0.0,0.0,16.0,41.0]
sb11;null;sb9;[sb10,0.0,0.0,18.0,52.0]
sb12;null;sb10;[sb11,0.0,0.0,39.0,59.0]
null;null;sb11;[sb12,0.0,0.0,61.0,28.0]
sb14;sb17;sb6;[sb13,0.0,0.0,48.0,57.0]
sb15;null;sb13;[sb14,0.0,0.0,63.0,43.0]
sb16;null;sb14;[sb15,0.0,0.0,59.0,52.0]
null;null;sb15;[sb16,0.0,0.0,36.0,57.0]
sb18;sb21;sb13;[sb17,0.0,0.0,44.0,66.0]
sb19;null;sb17;[sb18,0.0,0.0,48.0,51.0]
sb20;null;sb18;[sb19,0.0,0.0,31.0,50.0]
null;null;sb19;[sb20,0.0,0.0,37.0,19.0]
sb22;sb24;sb17;[sb21,0.0,0.0,64.0,50.0]
sb23;null;sb21;[sb22,0.0,0.0,49.0,34.0]
null;null;sb22;[sb23,0.0,0.0,20.0,49.0]
sb25;sb26;sb21;[sb24,0.0,0.0,45.0,28.0]
null;null;sb24;[sb25,0.0,0.0,54.0,39.0]
sb27;sb28;sb24;[sb26,0.0,0.0,55.0,40.0]
null;null;sb26;[sb27,0.0,0.0,25.0,65.0]
sb29;sb30;sb26;[sb28,0.0,0.0,39.0,46.0]
null;null;sb28;[sb29,0.0,0.0,24.0,62.0]
sb31;sb32;sb28;[sb30,0.0,0.0,24.0,26.0]
null;null;sb30;[sb31,0.0,0.0,26.0,34.0]
null;sb33;sb30;[sb32,0.0,0.0,43.0,53.0]
null;sb34;sb32;[sb33,0.0,0.0,22.0,35.0]
null;sb35;sb33;[sb34,0.0,0.0,27.0,54.0]
null;sb36;sb34;[sb35,0.0,0.0,31.0,38.0]
null;sb37;sb35;[sb36,0.0,0.0,39.0,67.0]
null;sb38;sb36;[sb37,0.0,0.0,20.0,60.0]
null;sb39;sb37;[sb38,0.0,0.0,23.0,57.0]
null;sb40;sb38;[sb39,0.0,0.0,52.0,55.0]
null;sb41;sb39;[sb40,0.0,0.0,26.0,29.0]
null;sb42;sb40;[sb41,0.0,0.0,27.0,55.0]
null;sb43;sb41;[sb42,0.0,0.0,62.0,53.0]
null;sb44;sb42;[sb43,0.0,0.0,61.0,46.0]
null;sb45;sb43;[sb44,0.0,0.0,65.0,47.0]
sb46;sb47;sb44;[sb45,0.0,0.0,23.0,44.0]
null;null;sb45;[sb46,0.0,0.0,39.0,22.0]
null;sb48;sb45;[sb47,0.0,0.0,65.0,33.0]
null;sb49;sb47;[sb48,0.0,0.0,57.0,27.0]
null;sb50;sb48;[sb49,0.0,0.0,47.0,65.0]
null;sb51;sb49;[sb50,0.0,0.0,67.0,32.0]
null;sb52;sb50;[sb51,0.0,0.0,38.0,57.0]
null;sb53;sb51;[sb52,0.0,0.0,54.0,45.0]
null;sb54;sb52;[sb53,0.0,0.0,43.0,21.0]
null;sb55;sb53;[sb54,0.0,0.0,18.0,61.0]
null;sb56;sb54;[sb55,0.0,0.0,34.0,56.0]
null;sb57;sb55;[sb56,0.0,0.0,17.0,63.0]
null;sb58;sb56;[sb57,0.0,0.0,18.0,47.0]
null;sb59;sb57;[sb58,0.0,0.0,46.0,34.0]
null;sb60;sb58;[sb59,0.0,0.0,50.0,37.0]
null;sb61;sb59;[sb60,0.0,0.0,40.0,23.0]
null;sb62;sb60;[sb61,0.0,0.0,33.0,23.0]
null;sb63;sb61;[sb62,0.0,0.0,60.0,19.0]
null;sb64;sb62;[sb63,0.0,0.0,36.0,45.0]
null;sb65;sb63;[sb64,0.0,0.0,50.0,47.0]
null;sb66;sb64;[sb65,0.0,0.0,57.0,56.0]
null;sb67;sb65;[sb66,0.0,0.0,67.0,61.0]
null;sb68;sb66;[sb67,0.0,0.0,44.0,40.0]
null;sb69;sb67;[sb68,0.0,0.0,52.0,63.0]
null;sb70;sb68;[sb69,0.0,0.0,54.0,27.0]
null;sb71;sb69;[sb70,0.0,0.0,42.0,42.0]
null;sb72;sb70;[sb71,0.0,0.0,64.0,22.0]
null;sb73;sb71;[sb72,0.0,0.0,61.0,61.0]
null;sb74;sb72;[sb73,0.0,0.0,61.0,67.0]
sb75;sb76;sb73;[sb74,0.0,0.0,38.0,42.0]
null;null;sb74;[sb75,0.0,0.0,19.0,28.0]
null;sb77;sb74;[sb76,0.0,0.0,22.0,33.0]
null;sb78;sb76;[sb77,0.0,0.0,66.0,57.0]
null;sb79;sb77;[sb78,0.0,0.0,36.0,32.0]
null;sb80;sb78;[sb79,0.0,0.0,60.0,41.0]
sb81;sb82;sb79;[sb80,0.0,0.0,16.0,58.0]
null;null;sb80;[sb81,0.0,0.0,40.0,50.0]
null;sb83;sb80;[sb82,0.0,0.0,47.0,57.0]
null;sb84;sb82;[sb83,0.0,0.0,22.0,16.0]
null;sb85;sb83;[sb84,0.0,0.0,67.0,22.0]
null;sb86;sb84;[sb85,0.0,0.0,20.0,25.0]
null;sb87;sb85;[sb86,0.0,0.0,56.0,37.0]
null;sb88;sb86;[sb87,0.0,0.0,39.0,44.0]
null;sb89;sb87;[sb88,0.0,0.0,37.0,24.0]
