sb37;sb66;null;[sb27,55.0,301.0,25.0,65.0]
sb18;null;sb27;[sb37,0.0,709.0,20.0,60.0]
sb62;null;sb37;[sb18,44.0,142.0,48.0,51.0]
sb83;null;sb18;[sb62,0.0,1779.0,19.0,60.0]
sb41;null;sb62;[sb83,0.0,2649.0,22.0,16.0]
sb36;null;sb83;[sb41,0.0,910.0,27.0,55.0]
sb90;null;sb41;[sb36,0.0,642.0,39.0,67.0]
sb23;null;sb36;[sb90,0.0,2844.0,39.0,33.0]
sb48;null;sb90;[sb23,113.0,228.0,20.0,49.0]
sb33;null;sb23;[sb48,0.0,1188.0,57.0,27.0]
sb22;null;sb48;[sb33,0.0,515.0,22.0,35.0]
sb19;null;sb33;[sb22,64.0,228.0,49.0,34.0]
sb73;null;sb22;[sb19,92.0,178.0,31.0,50.0]
sb7;null;sb19;[sb73,0.0,2262.0,61.0,67.0]
sb57;null;sb73;[sb7,40.0,37.0,22.0,40.0]
sb99;null;sb7;[sb57,0.0,1615.0,18.0,47.0]
sb56;null;sb57;[sb99,0.0,3172.0,49.0,66.0]
sb55;null;sb99;[sb56,0.0,1552.0,17.0,63.0]
sb85;null;sb56;[sb55,0.0,1496.0,34.0,56.0]
null;null;sb55;[sb85,0.0,2687.0,20.0,25.0]
null;sb65;sb27;[sb66,0.0,1946.0,67.0,61.0]
sb13;sb31;sb66;[sb65,0.0,1890.0,57.0,56.0]
sb52;null;sb65;[sb13,0.0,77.0,48.0,57.0]
sb64;null;sb13;[sb52,0.0,1369.0,54.0,45.0]
sb61;null;sb52;[sb64,0.0,1843.0,50.0,47.0]
null;null;sb64;[sb61,0.0,1756.0,33.0,23.0]
sb45;sb70;sb65;[sb31,24.0,428.0,26.0,34.0]
sb40;null;sb31;[sb45,0.0,1111.0,23.0,44.0]
sb97;null;sb45;[sb40,0.0,881.0,26.0,29.0]
sb9;null;sb40;[sb97,0.0,3105.0,17.0,67.0]
sb44;null;sb97;[sb9,112.0,34.0,16.0,41.0]
sb8;null;sb9;[sb44,0.0,1064.0,65.0,47.0]
sb6;null;sb44;[sb8,62.0,37.0,50.0,62.0]
sb80;null;sb8;[sb6,0.0,33.0,40.0,18.0]
sb91;null;sb6;[sb80,0.0,2534.0,16.0,58.0]
null;null;sb80;[sb91,0.0,2877.0,56.0,33.0]
sb76;sb69;sb31;[sb70,0.0,2137.0,42.0,42.0]
sb4;null;sb70;[sb76,0.0,2371.0,22.0,33.0]
sb29;null;sb76;[sb4,198.0,0.0,29.0,19.0]
sb67;null;sb4;[sb29,39.0,366.0,24.0,62.0]
sb25;null;sb29;[sb67,0.0,2007.0,44.0,40.0]
sb12;null;sb67;[sb25,45.0,262.0,54.0,39.0]
sb94;null;sb25;[sb12,185.0,67.0,61.0,28.0]
null;null;sb12;[sb94,0.0,2961.0,41.0,59.0]
sb47;sb78;sb70;[sb69,0.0,2110.0,54.0,27.0]
sb28;null;sb69;[sb47,0.0,1155.0,65.0,33.0]
null;null;sb47;[sb28,0.0,341.0,39.0,46.0]
null;sb30;sb69;[sb78,0.0,2461.0,36.0,32.0]
sb79;sb15;sb78;[sb30,0.0,387.0,24.0,26.0]
sb32;null;sb30;[sb79,0.0,2493.0,60.0,41.0]
sb3;null;sb79;[sb32,0.0,462.0,43.0,53.0]
sb34;null;sb32;[sb3,161.0,0.0,37.0,67.0]
sb77;null;sb3;[sb34,0.0,550.0,27.0,54.0]
sb87;null;sb34;[sb77,0.0,2404.0,66.0,57.0]
sb10;null;sb77;[sb87,0.0,2749.0,39.0,44.0]
sb35;null;sb87;[sb10,128.0,34.0,18.0,52.0]
sb86;null;sb10;[sb35,0.0,604.0,31.0,38.0]
sb74;null;sb35;[sb86,0.0,2712.0,56.0,37.0]
sb60;null;sb86;[sb74,0.0,2329.0,38.0,42.0]
sb0;null;sb74;[sb60,0.0,1733.0,40.0,23.0]
sb17;null;sb60;[sb0,0.0,0.0,43.0,33.0]
null;null;sb0;[sb17,0.0,134.0,44.0,66.0]
null;sb68;sb30;[sb15,111.0,126.0,59.0,52.0]
sb20;sb46;sb15;[sb68,0.0,2047.0,52.0,63.0]
sb98;null;sb68;[sb20,123.0,178.0,37.0,19.0]
sb82;null;sb20;[sb98,17.0,3105.0,22.0,62.0]
sb50;null;sb98;[sb82,0.0,2592.0,47.0,57.0]
sb81;null;sb82;[sb50,0.0,1280.0,32.0,67.0]
sb93;null;sb50;[sb81,16.0,2534.0,40.0,50.0]
sb95;null;sb81;[sb93,0.0,2926.0,65.0,35.0]
sb51;null;sb93;[sb95,0.0,3020.0,51.0,19.0]
sb43;null;sb95;[sb51,0.0,1312.0,38.0,57.0]
sb24;null;sb51;[sb43,0.0,1018.0,61.0,46.0]
sb21;null;sb43;[sb24,0.0,250.0,45.0,28.0]
sb63;null;sb24;[sb21,0.0,200.0,64.0,50.0]
sb75;null;sb21;[sb63,0.0,1798.0,36.0,45.0]
null;null;sb63;[sb75,38.0,2329.0,19.0,28.0]
sb2;sb58;sb68;[sb46,23.0,1111.0,39.0,22.0]
sb11;null;sb46;[sb2,108.0,0.0,53.0,34.0]
sb49;null;sb2;[sb11,146.0,67.0,39.0,59.0]
sb39;null;sb11;[sb49,0.0,1215.0,47.0,65.0]
null;null;sb49;[sb39,0.0,826.0,52.0,55.0]
sb54;sb42;sb46;[sb58,0.0,1662.0,46.0,34.0]
sb53;null;sb58;[sb54,0.0,1435.0,18.0,61.0]
sb59;null;sb54;[sb53,0.0,1414.0,43.0,21.0]
sb5;null;sb53;[sb59,0.0,1696.0,50.0,37.0]
null;null;sb59;[sb5,227.0,0.0,39.0,49.0]
sb92;null;sb58;[sb42,0.0,965.0,62.0,53.0]
sb88;null;sb42;[sb92,0.0,2910.0,26.0,16.0]
sb89;null;sb92;[sb88,0.0,2793.0,37.0,24.0]
sb26;null;sb88;[sb89,0.0,2817.0,38.0,27.0]
sb96;null;sb89;[sb26,0.0,301.0,55.0,40.0]
sb16;null;sb26;[sb96,0.0,3039.0,40.0,66.0]
sb71;null;sb96;[sb16,170.0,126.0,36.0,57.0]
sb1;null;sb16;[sb71,0.0,2179.0,64.0,22.0]
sb14;null;sb71;[sb1,43.0,0.0,65.0,37.0]
sb38;null;sb1;[sb14,48.0,99.0,63.0,43.0]
sb84;null;sb14;[sb38,0.0,769.0,23.0,57.0]
sb72;null;sb38;[sb84,0.0,2665.0,67.0,22.0]
null;null;sb84;[sb72,0.0,2201.0,61.0,61.0]
