sb68;sb18;null;[sb95,669.0,103.0,51.0,19.0]
sb27;null;sb95;[sb68,1129.0,65.0,63.0,52.0]
sb84;null;sb68;[sb27,1165.0,0.0,25.0,65.0]
sb73;null;sb27;[sb84,185.0,100.0,22.0,67.0]
sb75;null;sb84;[sb73,1402.0,67.0,61.0,67.0]
sb21;null;sb73;[sb75,1501.0,57.0,19.0,28.0]
sb42;null;sb75;[sb21,878.0,0.0,50.0,64.0]
sb88;null;sb21;[sb42,1613.0,0.0,53.0,62.0]
sb25;null;sb42;[sb88,367.0,94.0,24.0,37.0]
sb53;null;sb88;[sb25,1056.0,0.0,39.0,54.0]
sb47;null;sb25;[sb53,516.0,57.0,43.0,21.0]
sb71;null;sb53;[sb47,188.0,67.0,33.0,65.0]
sb28;null;sb47;[sb71,1277.0,53.0,22.0,64.0]
sb31;null;sb71;[sb28,1190.0,0.0,39.0,46.0]
sb87;null;sb28;[sb31,1277.0,0.0,26.0,34.0]
null;null;sb31;[sb87,328.0,127.0,44.0,39.0]
sb32;sb51;sb95;[sb18,762.0,0.0,48.0,51.0]
sb65;null;sb18;[sb32,1303.0,0.0,53.0,43.0]
sb56;null;sb32;[sb65,961.0,49.0,57.0,56.0]
sb83;null;sb65;[sb56,611.0,52.0,17.0,63.0]
sb38;null;sb56;[sb83,163.0,89.0,22.0,16.0]
sb63;null;sb83;[sb38,1485.0,0.0,57.0,23.0]
sb82;null;sb38;[sb63,875.0,50.0,45.0,36.0]
sb6;null;sb63;[sb82,116.0,89.0,47.0,57.0]
sb16;null;sb82;[sb6,266.0,0.0,18.0,40.0]
sb26;null;sb6;[sb16,682.0,0.0,57.0,36.0]
sb8;null;sb16;[sb26,1110.0,0.0,55.0,40.0]
sb29;null;sb26;[sb8,328.0,0.0,62.0,50.0]
sb40;null;sb8;[sb29,1229.0,0.0,24.0,62.0]
sb59;null;sb29;[sb40,1560.0,0.0,29.0,26.0]
null;null;sb40;[sb59,692.0,66.0,37.0,50.0]
sb20;sb62;sb18;[sb51,424.0,59.0,38.0,57.0]
sb61;null;sb51;[sb20,841.0,0.0,37.0,19.0]
null;null;sb20;[sb61,782.0,51.0,23.0,33.0]
sb23;sb45;sb51;[sb62,815.0,50.0,19.0,60.0]
sb79;null;sb62;[sb23,991.0,0.0,20.0,49.0]
sb2;null;sb23;[sb79,0.0,83.0,41.0,60.0]
sb85;null;sb79;[sb2,108.0,0.0,53.0,34.0]
sb81;null;sb2;[sb85,252.0,100.0,25.0,20.0]
sb3;null;sb85;[sb81,76.0,84.0,40.0,50.0]
sb15;null;sb81;[sb3,161.0,0.0,37.0,67.0]
sb43;null;sb3;[sb15,623.0,0.0,59.0,52.0]
sb58;null;sb15;[sb43,0.0,37.0,61.0,46.0]
sb30;null;sb43;[sb58,646.0,57.0,46.0,34.0]
sb34;null;sb58;[sb30,1253.0,0.0,26.0,24.0]
sb35;null;sb30;[sb34,1368.0,0.0,54.0,27.0]
sb7;null;sb34;[sb35,1395.0,0.0,31.0,38.0]
sb49;null;sb35;[sb7,306.0,0.0,22.0,40.0]
sb44;null;sb7;[sb49,310.0,62.0,47.0,65.0]
null;null;sb49;[sb44,61.0,37.0,47.0,65.0]
sb99;sb98;sb62;[sb45,126.0,34.0,23.0,44.0]
sb11;null;sb45;[sb99,799.0,74.0,66.0,49.0]
sb52;null;sb99;[sb11,412.0,0.0,39.0,59.0]
sb76;null;sb11;[sb52,462.0,57.0,54.0,45.0]
sb74;null;sb52;[sb76,1520.0,55.0,33.0,22.0]
sb78;null;sb76;[sb74,1463.0,67.0,38.0,42.0]
sb5;null;sb74;[sb78,1608.0,55.0,36.0,32.0]
sb0;null;sb78;[sb5,227.0,0.0,39.0,49.0]
sb97;null;sb5;[sb0,0.0,0.0,33.0,43.0]
sb54;null;sb0;[sb97,760.0,89.0,17.0,67.0]
sb55;null;sb97;[sb54,559.0,57.0,18.0,61.0]
sb48;null;sb54;[sb55,577.0,43.0,34.0,56.0]
sb60;null;sb55;[sb48,253.0,49.0,27.0,57.0]
sb36;null;sb48;[sb60,742.0,66.0,23.0,40.0]
sb94;null;sb60;[sb36,1426.0,0.0,39.0,67.0]
sb80;null;sb36;[sb94,628.0,99.0,59.0,41.0]
sb50;null;sb94;[sb80,60.0,84.0,16.0,58.0]
null;null;sb80;[sb50,357.0,62.0,32.0,67.0]
sb19;sb37;sb45;[sb98,777.0,89.0,62.0,22.0]
sb69;null;sb98;[sb19,810.0,0.0,50.0,31.0]
sb33;null;sb19;[sb69,1181.0,65.0,27.0,54.0]
sb90;null;sb69;[sb33,1346.0,0.0,35.0,22.0]
sb86;null;sb33;[sb90,442.0,116.0,39.0,33.0]
sb9;null;sb90;[sb86,272.0,127.0,37.0,56.0]
sb72;null;sb86;[sb9,378.0,0.0,16.0,41.0]
sb93;null;sb9;[sb72,1341.0,54.0,61.0,61.0]
sb1;null;sb72;[sb93,563.0,118.0,35.0,65.0]
sb17;null;sb93;[sb1,43.0,0.0,37.0,65.0]
sb64;null;sb1;[sb17,718.0,0.0,44.0,66.0]
sb89;null;sb17;[sb64,911.0,50.0,47.0,50.0]
sb24;null;sb64;[sb89,404.0,116.0,27.0,38.0]
sb67;null;sb89;[sb24,1011.0,0.0,45.0,28.0]
sb46;null;sb24;[sb67,1085.0,40.0,40.0,44.0]
null;null;sb67;[sb46,149.0,67.0,22.0,39.0]
null;sb22;sb98;[sb37,1465.0,0.0,60.0,20.0]
sb91;null;sb37;[sb22,942.0,0.0,34.0,49.0]
sb92;null;sb22;[sb91,481.0,102.0,33.0,56.0]
sb57;null;sb91;[sb92,537.0,118.0,16.0,26.0]
sb12;null;sb92;[sb57,628.0,52.0,18.0,47.0]
sb96;null;sb57;[sb12,451.0,0.0,61.0,28.0]
sb14;null;sb12;[sb96,720.0,103.0,40.0,66.0]
sb41;null;sb96;[sb14,560.0,0.0,43.0,63.0]
sb39;null;sb14;[sb41,1586.0,0.0,55.0,27.0]
sb10;null;sb41;[sb39,1508.0,0.0,55.0,52.0]
sb66;null;sb39;[sb10,394.0,0.0,18.0,52.0]
sb13;null;sb10;[sb66,1018.0,39.0,61.0,67.0]
sb4;null;sb66;[sb13,512.0,0.0,48.0,57.0]
sb77;null;sb13;[sb4,198.0,0.0,19.0,29.0]
sb70;null;sb4;[sb77,1542.0,55.0,57.0,66.0]
null;null;sb77;[sb70,1235.0,62.0,42.0,42.0]
