sb57;sb39;null;[sb55,0.0,143.0,34.0,56.0]
sb15;null;sb55;[sb57,51.0,143.0,18.0,47.0]
sb42;null;sb57;[sb15,623.0,0.0,59.0,52.0]
sb10;null;sb15;[sb42,105.0,117.0,62.0,53.0]
sb64;null;sb42;[sb10,394.0,0.0,18.0,52.0]
sb79;null;sb10;[sb64,334.0,157.0,50.0,47.0]
sb80;null;sb64;[sb79,367.0,213.0,60.0,41.0]
sb49;null;sb79;[sb80,427.0,217.0,16.0,58.0]
sb83;null;sb80;[sb49,477.0,91.0,47.0,65.0]
sb34;null;sb49;[sb83,530.0,196.0,16.0,22.0]
sb11;null;sb83;[sb34,606.0,52.0,27.0,54.0]
sb54;null;sb34;[sb11,412.0,0.0,39.0,59.0]
null;null;sb11;[sb54,726.0,123.0,18.0,61.0]
null;sb24;sb55;[sb39,0.0,88.0,52.0,55.0]
sb0;sb78;sb39;[sb24,249.0,49.0,45.0,28.0]
sb76;null;sb24;[sb0,0.0,0.0,43.0,33.0]
sb37;null;sb0;[sb76,243.0,167.0,22.0,33.0]
sb91;null;sb76;[sb37,703.0,66.0,20.0,60.0]
sb92;null;sb37;[sb91,153.0,274.0,56.0,33.0]
sb6;null;sb91;[sb92,209.0,235.0,26.0,16.0]
sb3;null;sb92;[sb6,266.0,0.0,40.0,18.0]
sb45;null;sb6;[sb3,161.0,0.0,37.0,67.0]
sb72;null;sb3;[sb45,293.0,101.0,23.0,44.0]
sb97;null;sb45;[sb72,64.0,207.0,61.0,61.0]
sb93;null;sb72;[sb97,432.0,275.0,17.0,67.0]
null;null;sb97;[sb93,235.0,247.0,65.0,35.0]
sb71;sb2;sb24;[sb78,331.0,204.0,36.0,32.0]
sb8;null;sb78;[sb71,0.0,206.0,64.0,22.0]
sb59;null;sb71;[sb8,328.0,0.0,50.0,62.0]
sb90;null;sb8;[sb59,115.0,170.0,50.0,37.0]
sb30;null;sb59;[sb90,114.0,274.0,39.0,33.0]
sb4;null;sb90;[sb30,491.0,57.0,24.0,26.0]
sb56;null;sb30;[sb4,198.0,0.0,29.0,19.0]
sb21;null;sb4;[sb56,34.0,143.0,17.0,63.0]
sb38;null;sb56;[sb21,116.0,67.0,64.0,50.0]
sb33;null;sb21;[sb38,723.0,66.0,23.0,57.0]
sb13;null;sb38;[sb33,584.0,43.0,22.0,35.0]
null;null;sb33;[sb13,512.0,0.0,48.0,57.0]
sb14;sb96;sb78;[sb2,108.0,0.0,53.0,34.0]
sb75;null;sb2;[sb14,560.0,0.0,63.0,43.0]
sb36;null;sb14;[sb75,224.0,186.0,19.0,28.0]
sb62;null;sb75;[sb36,664.0,57.0,39.0,67.0]
sb65;null;sb36;[sb62,238.0,148.0,60.0,19.0]
sb70;null;sb62;[sb65,384.0,157.0,57.0,56.0]
sb98;null;sb65;[sb70,658.0,169.0,42.0,42.0]
sb31;null;sb70;[sb98,449.0,267.0,22.0,62.0]
sb86;null;sb98;[sb31,515.0,57.0,26.0,34.0]
sb46;null;sb31;[sb86,639.0,211.0,56.0,37.0]
null;null;sb86;[sb46,316.0,102.0,39.0,22.0]
sb22;sb17;sb2;[sb96,392.0,275.0,40.0,66.0]
sb32;null;sb96;[sb22,180.0,67.0,49.0,34.0]
