sb39;sb41;null;[sb0,0.0,0.0,96.0,94.0]
sb23;null;sb0;[sb39,0.0,0.0,62.0,92.0]
sb18;null;sb39;[sb23,0.0,0.0,64.0,80.0]
sb10;null;sb23;[sb18,0.0,0.0,72.0,70.0]
sb6;null;sb18;[sb10,0.0,0.0,26.0,51.0]
sb25;null;sb10;[sb6,0.0,0.0,31.0,36.0]
sb42;null;sb6;[sb25,0.0,0.0,82.0,86.0]
sb22;null;sb25;[sb42,0.0,0.0,66.0,85.0]
sb8;null;sb42;[sb22,0.0,0.0,80.0,74.0]
sb31;null;sb22;[sb8,0.0,0.0,38.0,80.0]
sb49;null;sb8;[sb31,0.0,0.0,42.0,81.0]
sb43;null;sb31;[sb49,0.0,0.0,42.0,86.0]
sb47;null;sb49;[sb43,0.0,0.0,42.0,85.0]
sb28;null;sb43;[sb47,0.0,0.0,51.0,81.0]
sb48;null;sb47;[sb28,0.0,0.0,44.0,87.0]
null;null;sb28;[sb48,0.0,0.0,63.0,82.0]
sb12;sb24;sb0;[sb41,0.0,0.0,26.0,68.0]
sb40;null;sb41;[sb12,0.0,0.0,39.0,58.0]
sb37;null;sb12;[sb40,0.0,0.0,26.0,36.0]
sb9;null;sb40;[sb37,0.0,0.0,73.0,43.0]
sb1;null;sb37;[sb9,0.0,0.0,43.0,64.0]
sb17;null;sb9;[sb1,0.0,0.0,26.0,78.0]
sb14;null;sb1;[sb17,0.0,0.0,61.0,94.0]
sb4;null;sb17;[sb14,0.0,0.0,27.0,28.0]
sb36;null;sb14;[sb4,0.0,0.0,92.0,75.0]
sb45;null;sb4;[sb36,0.0,0.0,63.0,82.0]
sb30;null;sb36;[sb45,0.0,0.0,30.0,28.0]
sb38;null;sb45;[sb30,0.0,0.0,56.0,93.0]
sb44;null;sb30;[sb38,0.0,0.0,74.0,87.0]
sb7;null;sb38;[sb44,0.0,0.0,85.0,74.0]
sb33;null;sb44;[sb7,0.0,0.0,45.0,91.0]
sb46;null;sb7;[sb33,0.0,0.0,63.0,76.0]
sb5;null;sb33;[sb46,0.0,0.0,30.0,56.0]
null;null;sb46;[sb5,0.0,0.0,58.0,64.0]
sb29;null;sb41;[sb24,0.0,0.0,27.0,66.0]
sb35;null;sb24;[sb29,0.0,0.0,42.0,88.0]
sb20;null;sb29;[sb35,0.0,0.0,88.0,94.0]
sb21;null;sb35;[sb20,0.0,0.0,49.0,87.0]
sb27;null;sb20;[sb21,0.0,0.0,94.0,76.0]
sb32;null;sb21;[sb27,0.0,0.0,93.0,75.0]
sb15;null;sb27;[sb32,0.0,0.0,38.0,44.0]
sb16;null;sb32;[sb15,0.0,0.0,96.0,72.0]
sb34;null;sb15;[sb16,0.0,0.0,42.0,43.0]
sb26;null;sb16;[sb34,0.0,0.0,67.0,32.0]
sb11;null;sb34;[sb26,0.0,0.0,36.0,49.0]
sb3;null;sb26;[sb11,0.0,0.0,43.0,80.0]
sb2;null;sb11;[sb3,0.0,0.0,96.0,25.0]
sb13;null;sb3;[sb2,0.0,0.0,26.0,76.0]
sb19;null;sb2;[sb13,0.0,0.0,50.0,92.0]
null;null;sb13;[sb19,0.0,0.0,30.0,86.0]
