sb62;sb2;null;[sb38,675.0,57.0,23.0,57.0]
sb85;null;sb38;[sb62,123.0,163.0,19.0,60.0]
sb49;null;sb62;[sb85,494.0,194.0,20.0,25.0]
sb86;null;sb85;[sb49,372.0,127.0,65.0,47.0]
sb64;null;sb49;[sb86,514.0,198.0,56.0,37.0]
sb11;null;sb86;[sb64,219.0,135.0,47.0,50.0]
sb61;null;sb64;[sb11,412.0,0.0,39.0,59.0]
sb40;null;sb11;[sb61,90.0,133.0,23.0,33.0]
sb30;null;sb61;[sb40,750.0,66.0,29.0,26.0]
sb5;null;sb40;[sb30,443.0,59.0,24.0,26.0]
sb66;null;sb30;[sb5,227.0,0.0,49.0,39.0]
sb71;null;sb5;[sb66,326.0,192.0,67.0,61.0]
sb88;null;sb66;[sb71,585.0,180.0,22.0,64.0]
sb78;null;sb71;[sb88,609.0,202.0,37.0,24.0]
null;null;sb88;[sb78,206.0,208.0,36.0,32.0]
sb39;sb74;sb38;[sb2,108.0,0.0,53.0,34.0]
sb35;null;sb2;[sb39,698.0,66.0,55.0,52.0]
sb48;null;sb39;[sb35,585.0,43.0,31.0,38.0]
sb16;null;sb35;[sb48,315.0,127.0,27.0,57.0]
sb60;null;sb48;[sb16,682.0,0.0,36.0,57.0]
sb59;null;sb16;[sb60,50.0,136.0,40.0,23.0]
sb77;null;sb60;[sb59,0.0,136.0,37.0,50.0]
sb15;null;sb59;[sb77,140.0,208.0,66.0,57.0]
sb42;null;sb77;[sb15,623.0,0.0,52.0,59.0]
sb33;null;sb15;[sb42,0.0,83.0,62.0,53.0]
sb73;null;sb42;[sb33,536.0,57.0,35.0,22.0]
null;null;sb33;[sb73,0.0,173.0,61.0,67.0]
sb65;sb84;sb2;[sb74,61.0,159.0,42.0,38.0]
sb29;null;sb74;[sb65,269.0,154.0,57.0,56.0]
sb26;null;sb65;[sb29,419.0,59.0,62.0,24.0]
sb75;null;sb29;[sb26,300.0,62.0,40.0,55.0]
sb10;null;sb26;[sb75,99.0,156.0,19.0,28.0]
sb37;null;sb75;[sb10,394.0,0.0,18.0,52.0]
sb99;null;sb10;[sb37,655.0,52.0,20.0,60.0]
sb81;null;sb37;[sb99,357.0,310.0,49.0,66.0]
sb21;null;sb99;[sb81,318.0,253.0,50.0,40.0]
sb87;null;sb81;[sb21,68.0,37.0,64.0,50.0]
sb56;null;sb21;[sb87,570.0,202.0,44.0,39.0]
sb53;null;sb87;[sb56,673.0,114.0,17.0,63.0]
null;null;sb56;[sb53,578.0,119.0,43.0,21.0]
sb94;sb47;sb74;[sb84,427.0,232.0,22.0,67.0]
sb20;null;sb84;[sb94,186.0,265.0,41.0,59.0]
sb8;null;sb94;[sb20,31.0,37.0,37.0,19.0]
sb27;null;sb20;[sb8,328.0,0.0,50.0,62.0]
sb98;null;sb8;[sb27,355.0,62.0,65.0,25.0]
sb46;null;sb27;[sb98,335.0,303.0,22.0,62.0]
sb55;null;sb98;[sb46,211.0,88.0,39.0,22.0]
sb23;null;sb46;[sb55,639.0,119.0,56.0,34.0]
sb4;null;sb55;[sb23,181.0,67.0,49.0,20.0]
sb9;null;sb23;[sb4,198.0,0.0,19.0,29.0]
sb45;null;sb4;[sb9,378.0,0.0,16.0,41.0]
sb43;null;sb9;[sb45,188.0,116.0,23.0,44.0]
sb13;null;sb45;[sb43,62.0,87.0,61.0,46.0]
null;null;sb43;[sb13,512.0,0.0,48.0,57.0]
sb52;sb24;sb84;[sb47,250.0,102.0,65.0,33.0]
sb82;null;sb47;[sb52,524.0,111.0,54.0,45.0]
sb51;null;sb52;[sb82,358.0,253.0,47.0,57.0]
sb19;null;sb82;[sb51,486.0,110.0,38.0,57.0]
sb92;null;sb51;[sb19,0.0,33.0,31.0,50.0]
sb63;null;sb19;[sb92,95.0,215.0,26.0,16.0]
sb80;null;sb92;[sb63,183.0,163.0,36.0,45.0]
sb7;null;sb63;[sb80,302.0,210.0,58.0,16.0]
sb69;null;sb80;[sb7,306.0,0.0,22.0,40.0]
sb79;null;sb7;[sb69,489.0,167.0,27.0,54.0]
sb14;null;sb69;[sb79,242.0,210.0,60.0,41.0]
sb18;null;sb79;[sb14,560.0,0.0,43.0,63.0]
null;null;sb14;[sb18,762.0,0.0,48.0,51.0]
sb3;sb90;sb47;[sb24,201.0,49.0,45.0,28.0]
sb44;null;sb24;[sb3,161.0,0.0,67.0,37.0]
sb22;null;sb3;[sb44,123.0,116.0,65.0,47.0]
sb31;null;sb44;[sb22,132.0,67.0,49.0,34.0]
sb97;null;sb22;[sb31,467.0,28.0,26.0,34.0]
sb58;null;sb31;[sb97,318.0,303.0,67.0,17.0]
sb54;null;sb97;[sb58,708.0,121.0,34.0,46.0]
sb95;null;sb58;[sb54,621.0,119.0,18.0,61.0]
sb36;null;sb54;[sb95,227.0,251.0,51.0,19.0]
sb12;null;sb95;[sb36,616.0,52.0,67.0,39.0]
null;null;sb36;[sb12,451.0,0.0,61.0,28.0]
sb76;sb72;sb24;[sb90,0.0,240.0,39.0,33.0]
sb32;null;sb90;[sb76,118.0,182.0,33.0,22.0]
sb93;null;sb76;[sb32,493.0,57.0,53.0,43.0]
sb67;null;sb32;[sb93,121.0,265.0,65.0,35.0]
sb28;null;sb93;[sb67,393.0,192.0,40.0,44.0]
sb70;null;sb67;[sb28,380.0,59.0,46.0,39.0]
sb91;null;sb28;[sb70,543.0,156.0,42.0,42.0]
sb25;null;sb70;[sb91,39.0,240.0,56.0,33.0]
sb89;null;sb91;[sb25,246.0,49.0,39.0,54.0]
sb1;null;sb25;[sb89,646.0,238.0,27.0,38.0]
sb34;null;sb89;[sb1,43.0,0.0,37.0,65.0]
sb68;null;sb1;[sb34,558.0,57.0,27.0,54.0]
null;null;sb34;[sb68,437.0,167.0,52.0,63.0]
sb6;null;sb90;[sb72,649.0,177.0,61.0,61.0]
sb50;null;sb6;[sb0,0.0,0.0,43.0,33.0]
sb17;null;sb0;[sb50,419.0,121.0,67.0,32.0]
sb57;null;sb50;[sb17,718.0,0.0,66.0,44.0]
sb96;null;sb17;[sb57,690.0,121.0,18.0,47.0]
sb41;null;sb57;[sb96,278.0,268.0,66.0,40.0]
sb83;null;sb96;[sb41,776.0,51.0,55.0,27.0]
null;null;sb41;[sb83,405.0,232.0,22.0,16.0]
sb0;null;sb72;[sb6,266.0,0.0,40.0,18.0]
