sb1;sb13;null;[sb0,0.0,0.0,43.0,33.0]
sb2;null;sb0;[sb1,43.0,0.0,65.0,37.0]
sb3;null;sb1;[sb2,108.0,0.0,53.0,34.0]
sb4;null;sb2;[sb3,161.0,0.0,37.0,67.0]
sb5;null;sb3;[sb4,198.0,0.0,29.0,19.0]
sb6;null;sb4;[sb5,227.0,0.0,39.0,49.0]
sb8;null;sb5;[sb6,266.0,0.0,40.0,18.0]
sb9;null;sb6;[sb8,328.0,0.0,50.0,62.0]
sb10;null;sb8;[sb9,378.0,0.0,16.0,41.0]
sb11;null;sb9;[sb10,394.0,0.0,18.0,52.0]
sb12;null;sb10;[sb11,412.0,0.0,39.0,59.0]
null;null;sb11;[sb12,451.0,0.0,61.0,28.0]
sb14;sb24;sb0;[sb13,512.0,0.0,48.0,57.0]
sb15;null;sb13;[sb14,560.0,0.0,63.0,43.0]
sb16;null;sb14;[sb15,623.0,0.0,59.0,52.0]
sb17;null;sb15;[sb16,682.0,0.0,36.0,57.0]
sb18;null;sb16;[sb17,718.0,0.0,44.0,66.0]
sb19;null;sb17;[sb18,762.0,0.0,48.0,51.0]
sb20;null;sb18;[sb19,810.0,0.0,31.0,50.0]
sb21;null;sb19;[sb20,841.0,0.0,37.0,19.0]
sb22;null;sb20;[sb21,878.0,0.0,64.0,50.0]
sb23;null;sb21;[sb22,942.0,0.0,49.0,34.0]
null;null;sb22;[sb23,991.0,0.0,20.0,49.0]
sb25;sb39;sb13;[sb24,1011.0,0.0,45.0,28.0]
sb26;null;sb24;[sb25,1056.0,0.0,54.0,39.0]
sb27;null;sb25;[sb26,1110.0,0.0,55.0,40.0]
sb30;null;sb26;[sb27,1165.0,0.0,25.0,65.0]
sb29;null;sb27;[sb30,1253.0,0.0,24.0,26.0]
sb28;null;sb30;[sb29,1229.0,0.0,24.0,62.0]
sb75;null;sb29;[sb28,1190.0,0.0,39.0,46.0]
sb32;null;sb28;[sb75,224.0,113.0,19.0,28.0]
sb33;null;sb75;[sb32,1303.0,0.0,43.0,53.0]
sb34;null;sb32;[sb33,1346.0,0.0,22.0,35.0]
sb35;null;sb33;[sb34,1368.0,0.0,27.0,54.0]
sb36;null;sb34;[sb35,1395.0,0.0,31.0,38.0]
sb37;null;sb35;[sb36,1426.0,0.0,39.0,67.0]
sb38;null;sb36;[sb37,1465.0,0.0,20.0,60.0]
null;null;sb37;[sb38,0.0,33.0,23.0,57.0]
sb40;sb49;sb24;[sb39,23.0,37.0,52.0,55.0]
sb41;null;sb39;[sb40,75.0,37.0,26.0,29.0]
sb42;null;sb40;[sb41,101.0,37.0,27.0,55.0]
sb43;null;sb41;[sb42,128.0,67.0,62.0,53.0]
sb62;null;sb42;[sb43,190.0,67.0,61.0,46.0]
sb45;null;sb43;[sb62,1005.0,49.0,60.0,19.0]
sb46;null;sb62;[sb45,316.0,62.0,23.0,44.0]
sb47;null;sb45;[sb46,339.0,62.0,39.0,22.0]
sb48;null;sb46;[sb47,378.0,59.0,65.0,33.0]
null;null;sb47;[sb48,443.0,59.0,57.0,27.0]
sb50;sb61;sb39;[sb49,500.0,57.0,47.0,65.0]
sb51;null;sb49;[sb50,547.0,57.0,67.0,32.0]
sb52;null;sb50;[sb51,614.0,52.0,38.0,57.0]
sb53;null;sb51;[sb52,652.0,57.0,54.0,45.0]
sb54;null;sb52;[sb53,706.0,66.0,43.0,21.0]
sb55;null;sb53;[sb54,749.0,66.0,18.0,61.0]
sb56;null;sb54;[sb55,767.0,51.0,34.0,56.0]
sb57;null;sb55;[sb56,801.0,51.0,17.0,63.0]
sb58;null;sb56;[sb57,818.0,50.0,18.0,47.0]
sb59;null;sb57;[sb58,836.0,50.0,46.0,34.0]
sb60;null;sb58;[sb59,882.0,50.0,50.0,37.0]
null;null;sb59;[sb60,932.0,50.0,40.0,23.0]
sb44;sb70;sb49;[sb61,972.0,49.0,33.0,23.0]
sb63;null;sb61;[sb44,251.0,49.0,65.0,47.0]
sb64;null;sb44;[sb63,1065.0,39.0,36.0,45.0]
sb65;null;sb63;[sb64,1101.0,40.0,50.0,47.0]
sb66;null;sb64;[sb65,1151.0,65.0,57.0,56.0]
sb67;null;sb65;[sb66,1208.0,62.0,67.0,61.0]
sb68;null;sb66;[sb67,1275.0,53.0,44.0,40.0]
sb69;null;sb67;[sb68,1319.0,54.0,52.0,63.0]
null;null;sb68;[sb69,1371.0,54.0,54.0,27.0]
sb71;sb79;sb61;[sb70,1425.0,67.0,42.0,42.0]
sb72;null;sb70;[sb71,0.0,92.0,64.0,22.0]
sb73;null;sb71;[sb72,64.0,92.0,61.0,61.0]
sb74;null;sb72;[sb73,125.0,120.0,61.0,67.0]
sb31;null;sb73;[sb74,186.0,120.0,38.0,42.0]
sb76;null;sb74;[sb31,1277.0,0.0,26.0,34.0]
sb7;null;sb31;[sb76,243.0,113.0,22.0,33.0]
sb77;null;sb76;[sb7,306.0,0.0,22.0,40.0]
sb78;null;sb7;[sb77,265.0,106.0,66.0,57.0]
null;null;sb77;[sb78,331.0,106.0,36.0,32.0]
sb80;sb89;sb70;[sb79,367.0,92.0,60.0,41.0]
sb81;null;sb79;[sb80,427.0,92.0,16.0,58.0]
sb82;null;sb80;[sb81,443.0,86.0,40.0,50.0]
sb83;null;sb81;[sb82,483.0,122.0,47.0,57.0]
sb84;null;sb82;[sb83,530.0,122.0,22.0,16.0]
sb85;null;sb83;[sb84,552.0,109.0,67.0,22.0]
sb86;null;sb84;[sb85,619.0,109.0,20.0,25.0]
sb87;null;sb85;[sb86,639.0,109.0,56.0,37.0]
sb88;null;sb86;[sb87,695.0,102.0,39.0,44.0]
null;null;sb87;[sb88,734.0,127.0,37.0,24.0]
sb90;null;sb79;[sb89,771.0,114.0,38.0,27.0]
sb91;null;sb89;[sb90,809.0,114.0,39.0,33.0]
sb92;null;sb90;[sb91,848.0,87.0,56.0,33.0]
sb93;null;sb91;[sb92,904.0,87.0,26.0,16.0]
sb94;null;sb92;[sb93,930.0,87.0,65.0,35.0]
sb95;null;sb93;[sb94,995.0,72.0,41.0,59.0]
sb96;null;sb94;[sb95,1036.0,84.0,51.0,19.0]
sb97;null;sb95;[sb96,1087.0,87.0,40.0,66.0]
sb98;null;sb96;[sb97,1127.0,87.0,17.0,67.0]
sb99;null;sb97;[sb98,1144.0,121.0,22.0,62.0]
null;null;sb98;[sb99,1166.0,123.0,49.0,66.0]
